Oliver,512,16,1,0.9819951057434082
Oliver,512,16,2,1.0510430335998535
Oliver,512,16,3,1.0349602699279785
Oliver,512,16,4,0.9564263820648193
Oliver,512,16,5,1.1232519149780273
Oliver,512,16,6,0.9714353084564209
Oliver,512,16,7,2.0780181884765625
Oliver,512,16,8,1.5005614757537842
Oliver,128,8,1,1.1619274616241455
Oliver,128,8,2,0.8616170883178711
Oliver,128,8,3,0.7846190929412842
Oliver,128,8,4,0.7230877876281738
Oliver,128,8,5,0.8442661762237549
Oliver,128,8,6,0.9876387119293213
Oliver,128,8,7,0.8148818016052246
Oliver,128,8,8,1.018986701965332
Oliver,256,8,1,0.8794820308685303
Oliver,256,8,2,0.8922629356384277
Oliver,256,8,3,0.9432451725006104
Oliver,256,8,4,1.0158586502075195
Oliver,256,8,5,1.191615343093872
Oliver,256,8,6,1.1939692497253418
Oliver,256,8,7,1.0652899742126465
Oliver,256,8,8,2.430455446243286
Oliver,256,16,1,1.003829002380371
Oliver,256,16,2,0.97115159034729
Oliver,256,16,3,0.9875450134277344
Oliver,256,16,4,0.8854835033416748
Oliver,256,16,5,0.887321949005127
Oliver,256,16,6,0.6705734729766846
Oliver,256,16,7,1.0189549922943115
Oliver,256,16,8,1.0361366271972656
Oliver,256,32,1,0.8149902820587158
Oliver,256,32,2,0.6150319576263428
Oliver,256,32,3,0.5925259590148926
Oliver,256,32,4,0.6111447811126709
Oliver,256,32,5,0.9728202819824219
Oliver,256,32,6,0.6281578540802002
Oliver,256,32,7,1.5355756282806396
Oliver,256,32,8,0.7374122142791748
Oliver,128,16,1,0.8312480449676514
Oliver,128,16,2,1.052344799041748
Oliver,128,16,3,0.7988958358764648
Oliver,128,16,4,0.7506704330444336
Oliver,128,16,5,0.7200775146484375
Oliver,128,16,6,0.7701518535614014
Oliver,128,16,7,0.7609508037567139
Oliver,128,16,8,0.8848934173583984
Oliver,512,8,1,1.145160436630249
Oliver,512,8,2,0.8608663082122803
Oliver,512,8,3,1.306988000869751
Oliver,512,8,4,1.1749255657196045
Oliver,512,8,5,1.1560027599334717
Oliver,512,8,6,1.144312858581543
Oliver,512,8,7,1.107856273651123
Oliver,512,8,8,0.9455873966217041
Oliver,64,16,1,1.050548791885376
Oliver,64,16,2,0.6897282600402832
Oliver,64,16,3,0.5504794120788574
Oliver,64,16,4,0.987982988357544
Oliver,64,16,5,0.6766424179077148
Oliver,64,16,6,0.5422296524047852
Oliver,64,16,7,0.5036611557006836
Oliver,64,16,8,0.487682580947876
Oliver,512,32,1,0.8139204978942871
Oliver,512,32,2,0.9586007595062256
Oliver,512,32,3,0.7663877010345459
Oliver,512,32,4,0.872889518737793
Oliver,512,32,5,0.835648775100708
Oliver,512,32,6,1.1130928993225098
Oliver,512,32,7,0.8614511489868164
Oliver,512,32,8,0.9734673500061035
Oliver,128,32,1,0.9871480464935303
Oliver,128,32,2,0.7439630031585693
Oliver,128,32,3,0.6823606491088867
Oliver,128,32,4,0.5964884757995605
Oliver,128,32,5,0.5651710033416748
Oliver,128,32,6,0.5159592628479004
Oliver,128,32,7,0.5802276134490967
Oliver,128,32,8,0.6268754005432129
Oliver,64,8,1,0.7836246490478516
Oliver,64,8,2,0.8151390552520752
Oliver,64,8,3,0.7171328067779541
Oliver,64,8,4,0.694124698638916
Oliver,64,8,5,0.785149097442627
Oliver,64,8,6,0.7536447048187256
Oliver,64,8,7,0.6609635353088379
Oliver,64,8,8,1.4216930866241455
Oliver,64,32,1,0.745089054107666
Oliver,64,32,2,0.44675731658935547
Oliver,64,32,3,0.43889427185058594
Oliver,64,32,4,0.4087200164794922
Oliver,64,32,5,0.42298412322998047
Oliver,64,32,6,0.4115867614746094
Oliver,64,32,7,0.41691040992736816
Oliver,64,32,8,0.4423830509185791
